Transaction_Key,Date_Key,Department_Key,Cost_Centre_Key,Cost_Category_Key,Vendor_Key,Budget_Amount,Actual_Amount,Headcount
32959,20230331,5,1,5,9,177732,174938,50
32960,20250615,2,7,8,7,37303,43235,345
32961,20220104,8,8,3,1,310230,322826,861
32962,20250221,1,8,1,3,160581,184237,1195
32963,20220127,5,3,2,15,332296,358747,84
32964,20231004,4,2,7,1,171560,127414,579
32965,20230716,1,4,2,17,60609,65649,93
32966,20250315,1,7,1,11,73785,94493,347
32967,20250827,8,2,1,5,182915,129448,833
32968,20220530,1,13,7,19,334778,485214,587
32969,20231226,1,9,1,11,239088,229733,71
32970,20220604,7,5,1,11,177763,122880,404
32971,20251025,6,8,6,19,29717,43754,61
32972,20241216,1,13,1,8,279068,313512,1164
32973,20240710,4,15,1,8,197746,207704,1022
32974,20230627,2,14,8,5,234510,195789,899
32975,20230129,1,13,9,5,60695,60344,32
32976,20240614,6,12,1,6,53545,42415,907
32977,20241118,10,13,5,5,77925,112214,98
32978,20231201,9,2,1,11,66470,58367,1164
32979,20231202,4,5,3,16,236437,261255,861
32980,20230413,3,13,2,13,379221,342398,32
32981,20221016,11,3,3,11,97359,115369,1128
32982,20220124,2,15,7,9,407149,391328,693
32983,20230326,3,2,1,13,205384,227059,1193
32984,20240912,5,4,3,13,58282,53705,953
32985,20240524,4,4,2,12,396532,635225,91
32986,20221129,6,8,3,12,236669,171710,69
32987,20230810,2,5,3,4,240946,116216,914
32988,20251101,1,9,10,5,74841,59804,110
32989,20220916,5,1,1,16,146990,152749,44
32990,20231106,8,1,1,4,79491,84440,925
32991,20251208,3,1,4,17,51242,53466,56
32992,20251016,7,4,4,2,43225,36816,7
32993,20240609,2,6,2,7,370887,322235,40
32994,20250705,9,14,1,14,99255,120048,461
32995,20220712,2,1,10,3,7782,8265,26
32996,20230814,9,14,3,20,125132,122202,500
32997,20231114,8,12,3,11,253046,274553,836
32998,20220817,1,6,1,4,139046,98300,391
32999,20250428,3,6,4,10,35907,44208,94
33000,20251103,3,7,6,20,9923,10795,105
33001,20220708,3,14,10,17,15344,14350,80
33002,20251209,2,10,1,1,158442,157871,332
33003,20231004,2,7,1,17,112443,123033,1073
33004,20240725,1,10,2,19,187311,170400,81
33005,20250131,9,1,1,15,74985,79745,149
33006,20220625,9,14,1,19,264439,240323,1125
33007,20250414,8,3,3,8,456241,432002,43
33008,20250904,5,7,3,17,631174,626221,830
33009,20230722,2,3,4,5,6544,5600,19
33010,20250425,3,3,4,11,116875,107141,92
33011,20230823,8,8,6,12,67850,71966,68
33012,20220304,1,6,8,5,512983,666199,1075
33013,20241006,3,5,1,2,183707,173630,663
33014,20241231,2,2,1,12,277327,318472,494
33015,20240904,9,3,8,1,274417,293589,449
33016,20220901,10,2,3,1,607047,714509,451
33017,20231112,1,14,6,17,25671,17181,26
33018,20240118,1,15,5,14,316858,362919,117
33019,20230424,10,3,8,8,409079,376669,249
33020,20250528,5,4,1,14,249305,361067,911
33021,20250520,12,2,10,9,62603,64959,9
33022,20250727,1,8,2,5,103630,170492,97
33023,20221006,10,10,2,16,212046,218755,105
33024,20240520,6,8,10,7,22169,20290,36
33025,20241005,11,9,6,11,28196,29726,50
33026,20241227,1,6,3,1,370859,362065,905
33027,20250810,7,14,3,5,507084,377493,141
33028,20250302,1,12,5,1,169525,116264,117
33029,20230915,2,13,1,13,195319,248362,261
33030,20240129,2,5,4,10,48465,49302,64
33031,20250306,3,2,5,10,67836,83543,108
33032,20240414,6,1,3,14,260657,235767,417
33033,20251015,11,2,2,5,414672,405355,89
33034,20250909,8,15,1,10,155388,212393,967
33035,20250928,7,11,2,5,403417,446533,79
33036,20240707,3,6,1,19,175345,182096,762
33037,20220606,1,14,1,10,54565,56625,545
33038,20250606,6,3,7,17,486408,586540,950
33039,20220211,4,10,2,10,102980,100961,35
33040,20251007,12,2,3,5,195720,163646,881
33041,20250830,4,3,1,13,231907,222595,1109
33042,20251020,1,14,1,9,94930,114575,973
33043,20220705,7,1,1,3,98385,86921,738
33044,20220925,8,4,6,18,83303,67482,57
33045,20251220,2,5,3,13,517412,493964,1010
33046,20230414,1,1,6,7,43367,36792,86
33047,20250627,2,13,5,17,287310,380388,38
33048,20241024,5,7,1,12,52783,52415,615
33049,20231022,2,7,1,16,273962,221690,1121
33050,20251229,5,11,3,17,564022,650609,322
33051,20220902,5,10,3,5,53595,38972,656
33052,20250310,10,10,1,1,94273,101850,1096
33053,20250823,8,10,1,6,268243,279769,1032
33054,20230801,2,5,8,3,111892,115318,221
33055,20220608,10,10,1,13,181686,222788,783
33056,20220226,11,13,4,16,107059,106709,36
33057,20250812,2,15,1,5,79633,86168,128
33058,20230228,6,10,1,15,83817,80380,477
33059,20251029,8,2,3,7,109609,111057,1035
33060,20251029,12,4,3,3,513285,467260,225
33061,20230426,1,11,1,5,184002,255104,867
33062,20250530,6,2,7,6,346993,365389,75
33063,20250901,3,2,3,5,306006,271771,857
33064,20220222,2,11,6,7,58104,56245,109
33065,20230516,12,8,1,10,187801,162105,273
33066,20250427,3,5,2,17,447608,379407,100
33067,20240331,2,3,3,13,98556,86480,406
33068,20230425,4,11,2,2,280915,310675,24
33069,20230107,1,7,1,15,258969,277215,1011
33070,20250525,11,15,9,3,96268,113390,103
33071,20250414,5,14,3,20,605151,564556,686
33072,20220817,1,4,1,19,117752,116411,661
33073,20250417,4,5,6,6,40232,31209,8
33074,20250130,7,13,1,19,208918,214376,824
33075,20250315,9,15,9,7,16194,11097,84
33076,20250330,6,11,3,16,513431,506618,114
33077,20250210,6,13,4,6,105167,123945,6
33078,20250904,1,5,1,11,185788,246910,143
33079,20221224,1,6,1,16,222404,243165,505
33080,20230824,11,9,3,16,575091,666724,1039
33081,20240514,2,7,3,4,645691,731561,926
33082,20241128,1,5,10,14,66652,66404,51
33083,20220404,6,10,3,5,386221,405397,191
33084,20220317,8,13,7,6,324388,384644,1106
33085,20250607,11,3,10,3,73974,83000,110
33086,20230727,3,11,5,16,343746,312555,85
33087,20240116,1,4,1,15,170337,100091,149
33088,20220211,9,4,1,11,210255,221508,330
33089,20240102,12,8,5,12,189808,182934,110
33090,20230701,3,15,1,5,188885,180915,253
33091,20230617,4,13,10,8,54338,46788,107
33092,20230926,2,2,1,10,124410,134872,694
33093,20230118,3,13,3,8,98492,106466,677
33094,20230513,5,4,1,9,183383,153628,838
33095,20240531,9,4,6,2,59662,58582,117
33096,20220226,6,6,5,3,234092,237924,109
33097,20250812,1,3,1,1,69634,49299,1119
33098,20250430,6,6,3,2,274201,305098,57
33099,20240824,12,6,4,4,24024,26068,40
33100,20240629,1,3,6,5,82035,92751,63
33101,20250725,5,1,3,2,489901,482927,136
33102,20240216,1,9,2,5,327358,341267,30
33103,20250613,1,15,3,20,661069,761643,147
33104,20230505,11,13,4,2,6273,5246,99
33105,20220829,6,4,5,17,39180,49103,43
33106,20230222,7,8,3,12,69676,73037,559
33107,20250206,4,3,10,9,53626,49222,36
33108,20230326,2,9,2,5,164384,199428,43
33109,20220921,3,4,1,6,186436,162254,811
33110,20250525,2,10,2,7,154212,127352,46
33111,20251106,1,5,6,19,77740,80782,107
33112,20230518,8,8,5,18,298416,235974,81
33113,20230321,10,10,9,8,98852,126442,14
33114,20240813,7,13,10,2,60285,55281,63
33115,20250525,10,9,3,15,660080,764760,282
33116,20230708,3,11,1,19,128356,123173,686
33117,20250917,9,1,1,6,201798,241686,1024
33118,20250605,2,14,4,8,50921,42249,52
33119,20230506,2,1,10,5,38496,50127,7
33120,20221112,5,12,5,6,142308,134036,100
33121,20230429,1,13,2,10,328315,384582,9
33122,20240820,4,1,7,7,387337,374387,800
33123,20220419,9,7,3,10,70119,79291,628
33124,20230217,3,11,3,3,32788,34513,620
33125,20240516,4,6,3,9,154029,136109,1147
33126,20230902,4,1,9,1,63272,64654,77
33127,20230610,4,14,8,6,269718,238878,700
33128,20230121,8,2,3,3,335039,413909,74
33129,20240228,9,8,1,13,188125,193931,460
33130,20250801,2,1,5,5,201540,256290,88
33131,20240722,7,13,6,19,9629,13942,15
33132,20230218,9,3,2,18,336612,405654,16
33133,20251027,5,10,6,6,8441,6876,39
33134,20240827,4,13,1,3,44194,63431,621
33135,20230315,2,14,1,19,123172,108365,756
33136,20230819,1,10,6,8,47884,55048,52
33137,20220513,9,15,4,5,114270,109166,38
33138,20220428,2,11,10,12,74293,90193,83
33139,20230814,11,11,3,2,404725,469839,404
33140,20240913,2,4,6,2,8580,10318,63
33141,20251201,6,10,5,15,31309,35697,97
33142,20250908,6,9,2,1,185430,200278,116
33143,20220418,3,9,1,1,199175,235500,282
33144,20250316,11,7,1,10,261376,252689,367
33145,20240504,4,8,7,5,41316,44272,623
33146,20241108,3,10,1,20,129971,188935,553
33147,20221231,9,6,8,15,150992,147371,579
33148,20230805,5,13,5,15,301242,320357,86
33149,20231028,1,6,3,6,491211,482260,575
33150,20230911,1,7,4,1,31959,23163,72
33151,20230907,7,4,10,8,38471,35515,117
33152,20230713,4,15,1,1,70281,48419,860
33153,20250421,5,11,2,11,243720,297840,40
33154,20230924,1,10,3,15,234268,310071,37
33155,20251106,1,2,4,18,18876,21870,8
33156,20230315,9,10,5,17,129584,143253,30
33157,20251124,1,3,3,18,586232,652997,983
33158,20220408,2,14,1,17,228589,192794,727
33159,20231112,6,5,1,4,82823,105558,1108
33160,20230706,12,2,3,8,101282,110881,659
33161,20250928,6,2,3,2,416891,456998,425
33162,20231009,2,9,9,5,36236,36675,105
33163,20230909,1,9,3,14,181871,189124,628
33164,20220201,9,2,3,20,342995,393172,116
33165,20250420,1,8,1,13,53800,30190,211
33166,20251112,1,6,4,3,55891,59135,67
33167,20251226,12,3,1,13,92284,116328,394
33168,20250330,7,2,1,2,246170,255114,65
33169,20230602,2,4,3,6,455562,411069,473
33170,20230806,5,4,10,7,68510,64363,10
33171,20250416,11,15,3,3,366679,511322,276
33172,20220508,8,8,1,6,126115,142575,463
33173,20221215,1,15,9,16,33801,36969,15
33174,20250803,3,7,1,5,48846,48304,309
33175,20221205,1,10,5,5,333530,290133,2
33176,20230220,2,14,5,10,245571,189855,100
33177,20251011,2,5,3,12,453218,525667,1062
33178,20230813,5,3,1,8,252433,334217,447
33179,20250323,5,12,3,19,524550,486344,728
33180,20230319,2,2,6,3,32320,34681,83
33181,20220624,10,11,1,5,191433,208067,847
33182,20220105,2,14,3,4,191995,123483,848
33183,20231101,8,12,10,15,9883,9479,83
33184,20220829,4,4,3,6,352106,317901,325
33185,20240717,9,6,7,6,91787,100541,1116
33186,20230918,2,7,5,9,56182,58579,74
33187,20221112,6,12,9,16,47533,47071,93
33188,20240113,2,7,5,9,346629,347961,53
33189,20231101,8,5,1,2,269942,291366,702
33190,20240708,9,3,5,1,200327,211550,10
33191,20230816,1,7,1,3,181185,213568,426
33192,20230703,4,2,3,3,598174,678902,77
33193,20250524,1,8,1,7,70361,72306,492
33194,20220521,1,5,9,19,90095,116225,5
33195,20241216,8,6,1,15,89679,99893,1117
33196,20220827,10,3,1,9,266098,260125,812
33197,20241030,8,13,10,2,26779,27471,51
33198,20241218,10,5,6,10,42258,41496,86
33199,20220128,8,1,5,13,174172,186856,75
33200,20230809,2,4,1,5,246333,234688,1063
33201,20220204,9,8,1,17,42009,49259,141
33202,20241220,1,1,3,20,605680,710063,997
33203,20220614,4,3,1,1,248376,295381,824
33204,20220317,4,14,9,5,59517,59092,36
33205,20220317,2,14,3,11,314392,318609,367
33206,20240923,3,5,8,12,166611,117162,713
33207,20250516,5,8,1,12,50997,50228,251
33208,20250823,3,13,5,1,233712,263149,34
33209,20241204,5,2,2,6,67604,79191,86
33210,20230911,7,15,3,7,504313,473277,413
33211,20250513,2,7,10,13,38697,31605,49
33212,20251028,9,6,4,12,5646,4216,64
33213,20220618,3,1,1,2,220775,237370,315
33214,20220731,4,3,1,2,141819,142098,937
33215,20231203,12,12,8,20,610595,691636,936
33216,20221026,7,2,5,4,180204,207651,45
33217,20230703,1,2,1,2,164083,185078,872
33218,20220929,1,1,2,18,267754,284680,62
33219,20230318,1,10,1,4,237018,264180,816
33220,20220803,12,9,2,2,229537,225116,41
33221,20221017,10,10,1,17,183330,156595,688
33222,20250106,1,4,1,13,150944,205647,242
33223,20231011,3,5,2,12,160169,150546,18
33224,20241216,2,15,3,14,543559,521824,130
33225,20240503,1,8,3,3,474437,462325,1180
33226,20220703,2,12,1,3,236026,240690,935
33227,20240326,8,4,3,3,30700,38652,739
33228,20241205,8,2,1,17,162413,206396,851
33229,20240422,9,13,1,1,175180,198039,456
33230,20250224,7,9,7,8,273311,235583,210
33231,20220409,8,8,6,4,37281,40174,32
33232,20240829,1,1,1,16,54412,37977,1187
33233,20230226,7,10,9,17,66163,54923,58
33234,20220627,11,1,1,4,251021,252979,1038
33235,20230717,1,4,6,5,61969,65271,101
33236,20240525,4,9,1,14,177956,195018,711
33237,20230726,4,3,1,19,102123,83163,638
33238,20250407,2,14,1,20,179073,118242,912
33239,20250517,3,6,2,3,422350,463098,103
33240,20251030,4,12,7,4,358353,472176,563
33241,20220421,4,13,1,13,169846,156008,344
33242,20240517,1,1,2,18,407434,466071,81
33243,20240131,5,14,5,19,161905,202942,119
33244,20220613,9,11,3,16,592871,705040,76
33245,20241029,3,10,1,13,78443,94931,818
33246,20230801,1,15,3,13,194483,223745,369
33247,20230624,10,13,1,19,154547,149234,1107
33248,20220613,2,2,3,12,316542,260636,127
33249,20250110,1,1,5,9,137367,151608,99
33250,20241108,6,3,3,13,92370,86839,1105
33251,20250909,2,9,3,5,697276,880874,607
33252,20220601,8,13,1,4,143712,143828,182
33253,20231010,1,4,1,12,130267,141797,958
33254,20241012,12,13,3,12,99136,125250,650
33255,20230507,1,12,5,1,173238,181374,78
33256,20230101,3,7,8,14,551374,624694,685
33257,20241120,9,7,9,12,14754,11826,71
33258,20220924,4,10,1,12,107787,116186,1136
33259,20250719,1,14,1,14,247141,255674,756
33260,20241223,2,15,4,2,81227,81441,25
33261,20220724,6,11,1,9,254228,302204,902
33262,20220321,1,11,1,15,80245,83891,537
33263,20250725,5,3,4,8,88122,78785,98
33264,20251014,3,8,4,4,80037,105235,118
33265,20251208,7,11,1,15,119851,103289,711
33266,20230622,2,10,7,5,40719,35554,989
33267,20220919,4,10,3,16,277791,273840,274
33268,20220814,1,6,1,5,153201,167061,1046
33269,20220911,12,1,1,8,127866,137567,636
33270,20240429,7,7,1,8,86114,92656,184
33271,20231201,2,3,1,15,75217,96396,474
33272,20231226,2,9,3,13,253624,321857,400
33273,20251010,4,9,3,9,355800,275475,741
33274,20250604,1,9,8,13,625045,660898,1134
33275,20220629,8,12,4,14,54335,47416,23
33276,20220110,5,10,7,1,403898,527400,495
33277,20240902,1,4,5,5,233082,261661,13
33278,20220707,1,13,3,10,277339,233228,284
33279,20220807,1,2,1,20,95899,106377,717
33280,20250413,6,3,1,2,217745,174328,885
33281,20240915,8,1,5,13,168727,186250,90
33282,20230821,6,1,10,3,51338,57025,53
33283,20220630,10,5,1,20,100487,101150,280
33284,20220820,11,13,3,6,236099,215138,751
33285,20240624,1,3,3,14,402121,396124,142
33286,20230513,5,6,1,2,119798,134066,181
33287,20241012,3,3,1,18,99770,112400,442
33288,20251130,9,4,5,20,345617,386016,34
33289,20231212,3,3,1,17,156781,163399,681
33290,20250105,2,4,1,17,249091,245204,498
33291,20230213,1,7,5,18,180072,185770,78
33292,20230318,2,13,6,14,89400,97872,91
33293,20240815,7,10,3,4,468523,401864,898
33294,20220722,1,13,10,7,69667,74530,101
33295,20220801,4,14,7,12,345706,450973,1006
33296,20240301,8,14,3,10,296344,256327,937
33297,20241101,11,14,3,16,399771,417658,345
33298,20230216,10,14,8,1,311883,361623,319
33299,20230304,3,9,1,19,120614,100442,535
33300,20230324,9,1,2,2,313562,292378,29
33301,20251120,2,6,1,7,199653,212825,1188
33302,20251003,11,3,1,15,153818,148132,1194
33303,20250222,4,12,3,20,396055,374310,501
33304,20250327,6,15,3,3,164166,162091,249
33305,20220830,4,8,1,19,259442,252738,978
33306,20230225,1,12,3,9,540763,515012,777
33307,20220904,12,4,8,10,441568,386437,393
33308,20230712,4,13,9,14,75674,65001,54
33309,20250316,12,5,1,1,166456,239180,96
33310,20250214,3,4,1,5,110981,113349,256
33311,20220429,7,6,1,5,132260,155755,973
33312,20220527,1,7,3,20,138600,82515,955
33313,20250604,2,11,3,1,437207,427958,651
33314,20221018,4,10,4,18,10902,8120,37
33315,20230313,3,6,2,20,160984,164644,60
33316,20251011,2,3,1,5,142130,163292,379
33317,20220906,12,10,1,6,128758,145398,616
33318,20220904,3,14,1,16,271653,271521,345
33319,20240311,8,2,1,20,146340,145484,198
33320,20221207,1,8,3,2,207890,209414,113
33321,20251222,1,8,8,9,645654,788123,1089
33322,20240822,10,4,2,15,360336,382398,116
33323,20230427,4,1,7,7,260906,299807,702
33324,20231001,3,11,9,6,24599,0,94
33325,20241028,6,2,9,13,17190,22859,82
33326,20250111,7,15,1,17,129249,145678,961
33327,20240207,3,8,2,5,352914,305595,42
33328,20250124,7,11,10,11,17287,15066,106
33329,20250427,9,9,1,3,72252,74232,211
33330,20250430,7,11,2,4,301436,395229,68
33331,20230718,10,1,8,1,215623,202533,327
33332,20230926,1,13,7,9,223686,309736,587
33333,20240316,1,12,3,2,554777,482971,1104
33334,20220327,2,8,1,6,45192,57122,1106
33335,20220114,6,13,1,7,158784,204541,514
33336,20221015,9,3,3,4,358763,325999,566
33337,20230518,8,15,3,2,447186,378977,923
33338,20230912,1,9,1,14,140096,96069,31
33339,20220312,11,5,3,6,603901,654805,71
33340,20220806,4,15,3,10,421147,343421,1135
33341,20240618,10,6,7,1,466222,428184,793
33342,20220501,3,9,3,3,565614,681820,783
33343,20230625,1,14,2,14,142327,132196,107
33344,20220624,12,8,1,4,183435,191886,634
33345,20251007,8,7,9,10,14334,13199,42
33346,20220309,12,3,6,17,75023,62580,52
33347,20231127,11,14,1,8,162280,177745,1190
33348,20240909,8,7,5,12,49575,64107,53
33349,20240328,9,4,7,8,259536,281451,596
33350,20220628,6,1,1,19,98546,154323,571
33351,20250709,2,14,6,1,32682,26532,78
33352,20220314,2,15,4,6,24732,22991,49
33353,20220523,4,8,1,17,125755,179159,580
33354,20250421,4,5,1,17,59243,54350,899
33355,20220527,5,3,1,20,146159,126232,1151
33356,20250915,1,8,1,13,139478,163377,1049
33357,20221003,2,14,1,3,192631,227549,759
33358,20240330,10,10,1,1,53398,50588,197
33359,20241106,3,5,1,2,41150,34510,828
33360,20251222,10,14,3,19,193157,226282,43
33361,20220730,5,1,2,17,79130,84491,41
33362,20231213,1,11,7,1,400535,458554,26
33363,20230224,11,7,3,11,689149,786600,1104
33364,20220328,1,1,1,2,130799,166444,208
33365,20220101,5,13,1,13,225878,194668,417
33366,20251027,6,12,1,3,274034,370274,544
33367,20241003,4,1,1,13,171457,176609,1134
33368,20250502,11,8,3,15,524203,483853,171
33369,20231110,12,14,1,7,89356,81842,350
33370,20250711,12,13,1,2,227900,280305,614
33371,20240308,8,6,1,19,117063,120381,780
33372,20220529,4,2,2,4,437757,412220,18
33373,20230929,12,8,1,18,85166,107338,950
33374,20250416,7,5,1,18,195712,210240,371
33375,20220615,12,7,1,6,127856,117045,618
33376,20250518,10,1,3,15,386355,270530,823
33377,20230321,11,1,3,14,73442,84072,299
33378,20220415,4,3,3,7,266033,326607,1164
33379,20220607,2,5,3,3,552472,650335,248
33380,20240928,1,1,1,8,274044,248114,1041
33381,20251014,5,5,2,5,241447,324277,66
33382,20220115,4,1,1,11,147698,129954,557
33383,20230924,1,15,5,16,294973,259160,38
33384,20240217,8,5,3,8,272031,332046,37
33385,20230502,2,11,1,13,186929,189895,1121
33386,20230512,4,14,6,18,40739,31966,38
33387,20240201,3,7,2,15,308277,267713,85
33388,20230606,7,9,1,12,64317,55269,905
33389,20230813,11,13,8,1,256742,308297,919
33390,20230801,5,10,1,13,232757,282425,573
33391,20231022,11,6,2,10,268886,329151,100
33392,20230629,6,13,10,5,44038,37206,29
33393,20240801,2,15,1,1,186215,181989,254
33394,20250516,2,2,5,19,202827,188765,98
33395,20221227,1,13,5,19,136134,162701,53
33396,20220321,2,11,1,2,201402,195983,527
33397,20240929,1,2,3,8,658542,745651,1122
33398,20251127,1,10,3,6,192216,191065,678
33399,20250531,12,9,3,9,662519,769024,1096
33400,20250118,6,13,8,14,452416,444085,404
33401,20220826,2,2,2,20,63732,53908,69
33402,20251103,7,4,1,8,178124,129502,342
33403,20231125,1,6,4,7,100821,94670,28
33404,20221017,1,10,7,5,429696,523935,903
33405,20220203,1,8,6,9,19544,15942,118
33406,20250717,4,4,8,12,439971,457176,829
33407,20221214,4,4,3,4,602012,595788,503
33408,20250706,1,3,5,5,282835,266755,98
33409,20220909,2,13,1,15,121763,127654,174
33410,20230413,9,15,1,5,227538,312525,163
33411,20240125,12,15,2,19,449257,487800,41
33412,20241205,1,6,3,11,79881,77622,878
33413,20220816,1,4,3,13,154652,108883,22
33414,20240513,3,9,1,5,121998,143443,132
33415,20220828,5,8,6,3,52920,39047,14
33416,20251228,5,5,2,11,251652,201930,46
33417,20250621,1,1,2,11,335811,381446,104
33418,20230808,3,13,3,15,614632,591218,448
33419,20230319,10,9,3,12,513369,456246,1006
33420,20220401,7,1,3,20,167473,194796,453
33421,20221019,8,7,8,5,536228,627680,589
33422,20221010,12,4,4,16,110601,106724,7
33423,20220101,5,2,8,15,509724,465865,256
33424,20230409,10,8,6,18,63931,69137,88
33425,20220714,10,15,2,2,448904,397938,13
33426,20220921,4,8,3,18,185135,196429,498
33427,20240406,5,4,3,19,393890,278393,543
33428,20240717,1,13,3,13,629501,632596,715
33429,20251013,6,2,3,13,142453,107140,678
33430,20220624,4,11,7,17,213481,254984,39
33431,20251105,4,8,1,7,73554,68315,441
33432,20220406,4,15,5,6,33714,34345,34
33433,20241130,2,6,2,6,405138,507623,110
33434,20250523,2,7,9,18,92602,89386,47
33435,20250822,9,1,3,1,87892,102915,1035
33436,20220923,9,13,1,7,96415,117321,1187
33437,20220528,1,14,5,5,341777,473555,38
33438,20250826,4,15,2,5,273533,299493,22
33439,20250120,7,7,3,13,328030,386997,708
33440,20230530,1,5,1,14,133829,187084,855
33441,20220303,1,14,9,16,11440,15603,53
33442,20250801,1,12,8,9,631873,622632,603
33443,20221111,3,3,5,5,108925,122912,17
33444,20240919,3,14,9,1,51187,61056,31
33445,20251023,9,1,1,11,244294,244141,741
33446,20230107,2,3,4,2,23515,22108,46
33447,20240115,10,2,3,15,577280,452939,945
33448,20241209,3,3,1,18,228057,335959,1002
33449,20230321,9,1,8,3,337477,435491,178
33450,20221011,3,2,1,15,220114,151603,836
33451,20241105,1,1,1,20,105051,122283,475
33452,20231010,8,9,4,6,45699,44256,27
33453,20240826,10,9,1,4,222721,210764,83
